product_id,name,full_name,price,ocop_rating,origin,producer,short_description,description,image_url,product_url,ocop_rating_from_list
21527,Tôm thẻ ép hai nắng Thanh Thuỷ 500g,OCOP - Tôm thẻ ép hai nắng Thanh Thuỷ 500g,600000,,Bạc Liêu,Công ty thủy sản Thanh Thủy Bạc Liêu,,"Tôm thẻ ép hai nắng Thanh Thuỷ - Thành phần: tôm thẻ, muối, bột ngọt, tiêu. - Nguồn gốc nguyên liệu chính: tỉnh Bạc Liêu. - Hướng dẫn bảo quản: bảo quản ở tủ đông. - Hướng dẫn sử dụng: chiên hoặc nướng chín trước khi sử dụng. - Thông tin cảnh báo: không dùng sản phẩm khi đã hết hạn sử dụng. - Hạn sử dụng: 12 tháng kể từ ngày sản xuất.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1738/20231213/alioss_1738_2023121313495960776.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21527,
21528,Khô tôm đất Thanh Thuỷ 500g,OCOP - Khô tôm đất Thanh Thuỷ 500g,600000,,Bạc Liêu,Công ty thủy sản Thanh Thủy Bạc Liêu,,"Khô tôm đất Thanh Thuỷ - Thành phần: tôm đất, muối, bột ngọt. - Nguồn gốc nguyên liệu chính: tỉnh Bạc Liêu. - Hướng dẫn bảo quản: bảo quản trong tủ đông. - Hướng dẫn sử dụng: ăn ngay không cần chế biến. - Thông tin cảnh báo: không dùng sản phẩm khi đã hết hạn sử dụng. - Hạn sử dụng: 12 tháng kể từ ngày sản xuất.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1738/20231213/alioss_1738_2023121311493920777.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21528,
21529,Khô cá kèo Thanh Thuỷ 500g,OCOP - Khô cá kèo Thanh Thuỷ 500g,300000,,Bạc Liêu,Công ty thủy sản Thanh Thủy Bạc Liêu,,KHÔ CÁ KÈO THANH THUỶ - BẠC LIÊU - Thành phần: cá kèo - Nguồn gốc: tỉnh Bạc Liêu - Hướng dẫn bảo quản: bảo quản ở tủ đông - Hướng dẫn sử dụng: chiên hoặc nướng chín trước khi sử dụng - Thông tin cảnh báo: không dùng sản phẩm khi đã hết hạn sử dụng - Hạn sử dụng: 12 tháng kể từ ngày sản xuất,"https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1738/20231213/alioss_1738_2023121311421945304.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21529,
16757,Thạch đen dạng bột Đức Quý 100g,OCOP - Thạch đen dạng bột Đức Quý 100g,30000,,Lạng Sơn,Bột thạch đen Đức Quý,,"1.Thành phần chính: - Tinh bột Thạch đen chiết xuất từ cây sướng sáo, tinh bột ngô. Cây Sương sáo (thủy cẩm) sau khi được thu hoạch sẽ được phơi khô, bỏ rễ và rửa sạch. Sau đó cho vào nồi nấu bằng hơi nóng, chiết xuất trương thạch – đây là thành phần quan trọng quyết định chất lượng cây thạch và tinh bột thạch. Trương thạch sau khi được chiết xuất sẽ được cô đặc rồi sấy khô, sau đó nghiền thành sản phẩm tinh bột thạch đen. Sau khi ra lò, bột thạch sẽ được bao gói 2 lớp (PP và PE) chống ẩm ướt cực tốt, đảm bảo chất lượng sản phẩm đến tay người tiêu dung. 2.Công dụng: Thanh nhiệt giải độc, tốt cho người bị nóng trong, đi tiểu dắt, mụn nhọt, mề đay... Giảm cholesterol trong máu, ổn định đường huyết. Hỗ trợ tiêu hóa, hỗ trợ điều trị các bệnh viêm khớp và huyết áp cao. Cây thạch đen còn được gọi là cây Sương sáo hoặc Thuỷ cẩm. Người dân thường sử dụng thảo dược này để làm thạch ăn vào những ngày nắng nóng. Ngoài ra dược liệu thạch đen còn được phối hợp với những thành phần khác để hỗ trợ điều trị bệnh tiểu đường. Ở Việt Nam, cây thạch đen thường được trồng ở các tỉnh miền núi phía bắc. Nổi tiếng nhất phải kể đến vùng Tràng Định tỉnh Lạng Sơn. - Bột Thạch đen Đức Quý được làm hoàn toàn từ cây thạch đen phơi khô (trừ phần rễ), không chứa chất phụ gia, chất tạo màu, đạt tiêu chuẩn Vệ sinh an toàn thực phẩm (VSATTP). 3.Cách chế biến với 4 bước đơn giản : B1: Quấy nước lạnh: Lấy 50g bột thạch khô để vào bát, cho vào khoảng 250ml nước lọc quấy sệt. B2: Quấy thành súp: Tiếp theo cho vào khoảng 750 - 1000ml nước lọc và quấy đều cho tan vón cục. B3: Đun sôi: Cho lên bếp vừa đun vừa khuấy khoảng 3-5p. B4: Đổ ra bát hoặc khay để nguội, sau đó cho vào tủ lạnh, khi ăn cắt nhỏ cho đá và thêm sữa để tăng độ thơm ngon, béo ngậy.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1810/20231213/alioss_1810_2023121311185965172.webp?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16757,
16744,Quy Linh Cao 100g,OCOP - Quy Linh Cao 100g,32000,,Lạng Sơn,Bột thạch đen Đức Quý,,"Thành phần:  Thạch Cao linh quy: Tinh bột thạch đen (85%); Tinh bột ngô; Cam thảo; Thổ phục linh; Kim ngân hoa; Bồ công anh; Cây mai rùa; Cỏ đắng; Hoàng cầm râu 2. Tác dụng: • Thanh nhiệt, giải độc, rất tốt cho người bị nóng trong người, đi tiểu rắt, mụn nhọt, mề đay. • Giảm Cholesterol trong máu • Ổn định đường huyết, rất tốt đối với người bị tiểu đường và gan • Hỗ trợ tiêu hoá, điều trị các bệnh viêm khớp cấp và huyết áp cao… Cây thạch đen còn được gọi là cây Sương sáo hoặc Thuỷ cẩm. Người dân thường sử dụng thảo dược này để làm thạch ăn vào những ngày nắng nóng. Ngoài ra dược liệu thạch đen còn được phối hợp với những thành phần khác để hỗ trợ điều trị bệnh tiểu đường. Ở Việt Nam, cây thạch đen thường được trồng ở các tỉnh miền núi phía bắc. Nổi tiếng nhất phải kể đến vùng Tràng Định tỉnh Lạng Sơn. 3. Cách chế biến và sử dụng: - B1: Quấy nước lạnh: lấy 50g bột thạch (bột khô) để vào bát, cho vào khoảng 250ml nước lọc quấy sệt. - B2: Quấy thành súp: tiếp theo cho vào khoảng 1000ml nước lọc vừa đổ vừa khuấy đều tan hết vón cục. - B3: Đun sôi: Cho lên bếp vừa đun vừa khuấy đến khi hỗn hợp sánh lại. - B4: Đổ ra bát hoặc khay để nguội sau đó cho vào tủ lạnh, khi ăn cắt nhỏ cho đá và đường sữa ăn rất bổ và thơm ngon (có thể cho thêm mật ong để giảm bớt vị đắng). Hương vị tốt hơn sau khi làm lạnh!","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1810/20231213/alioss_1810_2023121311041157386.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16744,
16729,Trà xạ đen MD Queens 100% thảo dược thiên nhiên - Hộp 90g,OCOP - Trà xạ đen MD Queens 100% thảo dược thiên nhiên - Hộp 90g,83000,4.0,Hà Nội,NongSanAnToanThienNhienXanh,,"TRÀ XẠ ĐEN MD QUEENS là sản phẩm đạt tiêu chuẩn OCOP 4 sao cấp thành phố, được sản xuất tại Nhà máy đạt tiêu chuẩn ISO 2200-2018 ☘☘☘Xạ đen – Thảo dược quý được mệnh danh “CÂY UNG THƯ”, với những công dụng tuyệt vời trong y học ✅ U xơ tử cung ✅ U nang buồng trứng ✅ Ung thứ tiền liệt tuyến lành tính ở nam giới ✅ Xơ gan, viêm gan, men gan cao, gan nhiễm mỡ ✅ Người đau xương khớp, tim mạch ✅ Thanh lọc cơ thể, đào thải độc tố ✅ Giúp cải thiện làn da, giấc ngủ, suy nhược thần kinh ✅ Giải bia rượu hiệu quả ☘☘☘Để tiện lợi sử dụng xạ đen, MD Queen cho ra dòng sản phẩm TRÀ XẠ ĐEN MDQUEEN với 7 thành phần chủ yếu : xạ đen, trinh nữ hoàng cung, linh chi, trà xanh, rau má, gạo lứt huyết rồng và cỏ ngọt Hàng đảm bảo 3 KHÔNG: ✅ Không hương liệu, phụ gia ✅ Không chất bảo quản ✅ Không đường kính Trà xạ đen MD Queens là sản phẩm 100% thảo dược thiên nhiên sản phẩm thích hợp cho cả nam và nữ ❌KHÔNG dùng cho phụ nữ có thai và đang cho con bú ✤ Hướng dẫn sử dụng: đun sôi nước ở nhiệt độ 100 độ C rồi cho 3,4 gói trà túi lọc vào 1000 ml nước, có thể ủ trong phích, bình ủ trà. ✤ Hạn sử dung: 24 tháng kể từ ngày sản xuất ✤ Ngày sản xuất: 20/2/2023 ✤ Xuất xứ: Việt Nam ✤ Quy cách đóng gói: Hộp 90gr (30 túi lọc x3gr/1 túi) ✤ Lưu ý: SP này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh CAM KẾT: ????Hình ảnh sản phẩm giống 100%, chất lượng, hàng mới nhất ????Hàng có sẵn, giao hàng ngay khi nhận được đơn ????Hoàn tiền nếu sản phẩm không đúng mô tả","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1792/20231213/alioss_1792_2023121308472066983.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16729,
21405,Trường Cửu Yến - Yến Sào Hi!-Nest,Ocop - Trường Cửu Yến - Yến Sào Hi!-Nest,3658000,,Bạc Liêu,Cty TNHH SX TM DV  Yến sào HI-NEST,,"Trường Cửu Yến với nguyên liệu loại Nhất Dòng tổ yến được xử lý cẩn thận với lượng nước vừa đủ, thời gian tiếp xúc với nước ít. Dòng sản phẩm này do thợ có tay nghề cao làm qua hai công đoạn định hình. Tổ yến sau khi được định hình toàn những sợi dài, dai (chiếm tỷ lệ 100%). Hàm lượng dinh dưỡng rất cao. Để có làn da khỏe mạnh và nâng cao sức khỏe thì việc bổ sung các thực phẩm bổ dưỡng như Yến Sào là một giải ph.áp cực kỳ đơn giản, an toàn và h.iệu q.uả. Hàm lượng collagen có trong Yến Sào làm tăng độ đàn hồi của da, giúp làn da trở nên mịn màng, tươi trẻ. Ngoài ra, Yến Sào còn giúp làm chậm quá trình lão hóa, giúp các chị em mình có làn d.a tr.ắng sáng rạng rỡ. Không chỉ có c.ông dụng cải thiện làn da, trong Yến Sào còn chứa các chất dinh dưỡng như vitamin, protein, acid amin và các nguyên tố vi lượng khác nhau nhằm giúp tăng cường sức đề kháng, cải thiện hệ miễn dịch. Sử dụng Yến Sào một cách đều đặn và thường xuyên sẽ đem lại một cơ thể và làn da khỏe mạnh, tăng khả năng tái tạo da và hạn chế sự lão hóa.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1815/20231212/alioss_1815_2023121216412429724.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21405,
21406,Nguyên Hoàn Yến THƯỢNG HẠNG  - Yến Sào Hi!-Nest,Ocop - Nguyên Hoàn Yến THƯỢNG HẠNG  - Yến Sào Hi!-Nest,3974000,,Bạc Liêu,Cty TNHH SX TM DV  Yến sào HI-NEST,,"Nguyên Hoàn Yến với nguyên liệu loại THƯỢNG HẠNG đây là dòng tổ yến giữ nguyên dạng như yến thô ban đầu do sử dụng kỹ thuật đặc biệt rút từng sợi lông trong tổ, không ngâm nước vì thế giữ nguyên được giá trị dinh dưỡng của tổ yến. Yến Sào chứa nhiều chất đạm, khoáng chất, nguyên tố vi lượng, threonine, chất xơ và 18 loại acid amin khác nhau...Nếu sử dụng đều đặn và lâu dài Yến Sào sẽ mang đến các c.ông dụng tuyệt vời cho sức khỏe và sắc đẹp như: Nâng cao sức đề kháng. Cải thiện hệ thống miễn dịch. Giảm căng thẳng mệt mỏi. Phục hồi năng lượng nhanh chóng. Cải thiện giấc ngủ, tinh thần sảng khoái. Ức chế quá trình lão hóa da, giúp da trở nên săn chắc mịn màng. Sử dụng Yến Sào một cách đều đặn và thường xuyên sẽ đem lại một cơ thể và làn da khỏe mạnh, tăng khả năng tái tạo da và hạn chế sự lão hóa.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1815/20231212/alioss_1815_2023121216374322280.PNG?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21406,
21407,Mai Gia Yến -Yến Sào Hi!-Nest,Ocop - Mai Gia Yến -Yến Sào Hi!-Nest,2816000,,Bạc Liêu,Cty TNHH SX TM DV  Yến sào HI-NEST,,"Mai Gia Yến  với nguyên liệu loại Hai đây là dòng tổ yến phổ thông, sản phẩm đầu tiên của gia đình Họ Mai. Sau khi xử lý với lượng nước vừa đủ sẽ được lên khuôn. Dòng sản phẩm này gồm 65% sợi dài, dai và 35% sợi ngắn. Hàm lượng dinh dưỡng cao. Nếu bạn vẫn mãi loay hoay tìm kiếm cho gia đình mình những sản phẩm chăm sóc sức khỏe vừa bổ dưỡng, thơm ngon và chất lượng thì hãy tham khảo ngay sản phẩm Mai Gia Yến  nhà Hi!-Nest. Bồi bổ và chăm sóc sức khỏe cho mọi người trong nhà, từ trẻ em cho đến người cao tuổi, thì các c.ông dụng của Yến Sào sẽ làm cho bạn thật sự yên tâm và hài lòng. Bổ sung Yến Sào đều đặn và thường xuyên sẽ mang đến nhiều lợi ích cho sức khỏe như: Nâng cao sức đề kháng. Cải thiện hệ thống miễn dịch. Giảm căng thẳng mệt mỏi. Phục hồi năng lượng nhanh chóng. Cải thiện giấc ngủ, tinh thần sảng khoái. Ức chế quá trình lão hóa da, giúp da trở nên săn chắc mịn màng. Sử dụng Yến Sào thường xuyên và đều đặn giúp cải thiện và nâng cao sức khỏe bạn nhé!","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1815/20231212/alioss_1815_2023121216305665609.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21407,
21408,Liên Minh Yến,Ocop - Liên Minh Yến,3237000,,Bạc Liêu,Cty TNHH SX TM DV  Yến sào HI-NEST,,"Liên Minh Yến  với nguyên liệu loại Nhất đây dòng tổ yến được xử lý cẩn thận với lượng nước vừa đủ, thời gian tiếp xúc với nước ít. Dòng sản phẩm này do thợ có tay nghề cao làm qua hai công đoạn định hình. Tổ yến sau khi được định hình gồm 90% sợi dài, dai và 10% sợi ngắn. Hàm lượng dinh dưỡng khá cao. Đối với người cao tuổi tổ yến là thực phẩm giúp: Hỗ trợ tăng cường trí nào và giảm chứng mất ngủ. Khắc phục các bệnh về xương như: thoái hóa cột sống, loãng xương. Phòng chống các bệnh về tim mạch, huyết áp hay tiểu đường. Với trẻ em, yến sào có rất nhiều chất dinh dưỡng giúp: Phát triển hệ thần kinh giúp bé thông minh. Hỗ trợ tiêu hóa và tăng cường khả năng miễn dịch. Phát triển toàn diện về thể chất. Đối với phụ nữ, yến sào có công dụng rất tốt như: Bồi bổ sức khỏe, tăng cường đề kháng. Giúp thanh lọc cơ thể tốt hơn. Tăng cường collagen giúp làn da trở nên trắng sáng, mịn màng. Sử dụng Yến Sào thường xuyên và đều đặn giúp cải thiện sức khỏe và sắc đẹp bạn nhé!","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1815/20231212/alioss_1815_2023121216263788678.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21408,
21409,Bảo Nghi Yến- Yến Sào Hi!-Nest,Ocop - Bảo Nghi Yến- Yến Sào Hi!-Nest,2685000,,Bạc Liêu,Cty TNHH SX TM DV  Yến sào HI-NEST,,"Bảo Nghi Yên  là dòng tổ yến phổ thông, sản phẩm là kết tinh của gia đình họ Mai. Sau khi xử lý với lượng nước vừa đủ sẽ được lên khuôn. Dòng sản phẩm này gồm 50% sợi dài, dai và 50% sợi ngắn. Hàm lượng dinh dưỡng cao. Để giữ gìn tuổi thanh xuân và nâng cao sức khỏe cả về thể chất lẫn tinh thần, nhiều người đã lựa chọn và tin dùng các thực phẩm có nguồn gốc tự nhiên như là Yến Sào thay vì các sản phẩm từ hóa chất, vì đây là một giải pháp cực kỳ an toàn, hiệu quả bền vững. Sử dụng Yến Sào thường xuyên và đều đặn giúp cải thiện và nâng cao sức khỏe bạn nhé!","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1815/20231212/alioss_1815_2023121216214547330.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=21409,
16698,Cao dây thìa canh Sundo - hũ 100gr,OCOP - Cao dây thìa canh Sundo - hũ 100gr,200000,,Quảng Trị,Bưu điện tỉnh Quảng Trị,,"Bệnh tiểu đường là một trong những bệnh không lây nhiễm đang gia tăng tại Việt Nam. Thêm vào đó là các biến chứng rất nguy hiểm nếu như không kiểm soát được chỉ số đường huyết: nhồi máu cơ tim, suy thận, suy giảm thị lực dẫn đến mù lòa… Theo kết quả nghiên cứu, dây thìa canh có tác dụng gián tiếp lên sự tiết insulin của tuỵ tạng, hạn chế thoái giáng Glicogen ở gan, làm giảm glucoza-niệu giúp giảm đường huyết. Hình ảnh cây dây thìa canh Ngoài ra còn làm giảm nồng độ LDL-cholesterol, triglicerid trong máu, tăng HDL-cholesterol nên giảm lipid máu toàn phần, ngăn ngừa xơ vữa mạch máu, giảm huyết áp. Điều đáng chú ý là ở người bình thường, đường huyết không cao, cây này không giảm đường huyết hay huyết áp. Để tiện lợi mà vẫn giữ nguyên được công dụng, công ty đã sản xuất thành phẩm dạng cao. Hình ảnh cao cây dây thìa canh Sundo Công Dụng Của Sản Phẩm ➤ Tác dụng hạ và ổn định đường huyết rất nhanh ➤ Giúp hạ lipid máu và giảm tổng lượng Cholesterol toàn phần ➤ Làm tăng tiết insulin của tuyến tụy và tăng cường hoạt lực của insulin ➤ Tác dụng làm ức chế hấp thu đường glucose ở ruột ➤ Hỗ trợ điều trị tiểu đường tuýp I, tiểu đường tuýp II. ➤ Người có lượng đường trong máu cao Thành phần: Mỗi Hộp 100g Cao Dây Thìa Canh Có Chứa: 100% cao cây dây thìa canh, Không chứa phụ gia và chất bảo quản. Sản xuất: Công Ty TNHH SUNDO Sản xuất theo tiêu chuẩn ISO 22000:2018","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/592/20231212/alioss_592_2023121215474770948.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16698,
16508,Dung dịch khử mùi - sát khuẩn OSHOES (Lọ xịt 50ml),OCOP - Dung dịch khử mùi - sát khuẩn OSHOES (Lọ xịt 50ml),55000,,Thừa Thiên Huế,Bạch Mã,,"Dung dịch khử mùi - sát khuẩn OSHOES Thành phần: - Tinh dầu màng tang Màng tang thiên nhiên nguyên chất, nước cất, glycerin, cồn 90 0 - Citral<=20,4% Công dụng: - Tẩy sạch vết bẩn, vết dơ ố, khử mùi, loại bỏ 99,9% vi khuẩn và ngăn chặn vi khuẩn xâm nhập trên bề mặt giày - Khử mùi hôi của giày. Cách dùng: - Xịt trực tiếp lên vớ và giày. Bảo quản: - Nơi khô ráo, thoáng mát, tránh lửa, tránh ánh sáng mặt trời.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1567/20231212/alioss_1567_2023121210382365709.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16508,
16507,Cao tinh dầu màng tang OLITSEA (Lọ 20gr),OCOP - Cao tinh dầu màng tang OLITSEA (Lọ 20gr),89000,,Thừa Thiên Huế,Bạch Mã,,"Cao tinh dầu màng tang OLITSEA Thành phần: - Tinh dầu màng tang được chiết xuất từ hạt Màng tang thiên nhiên - Citral<=20,4% Công dụng: - Thư giãn, khử mùi hôi - Giảm đau, sát khuẩn, tan máu bầm. - Dưỡng da, chống lão hóa, trị mụn - Đuổi muỗi và các loại côn trùng. Cách dùng: - Lăn, xoa, bôi trực tiếp vào vết côn trùng cắn; xoa bóp trực tiếp vào chỗ đau nhức mỏi.. Bảo quản: - Nơi khô ráo, thoáng mát, tránh lửa, tránh ánh sáng mặt trời.","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1567/20231212/alioss_1567_2023121210093564910.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16507,
16470,Hoa sen Giấy Thanh Tiên (vàng) - cái,OCOP - Hoa sen Giấy Thanh Tiên (vàng) - cái,25000,,Thừa Thiên Huế,BƯU ĐIỆN HUẾ,Đẹp - Rẻ,"Hoa sen giấy trang trí, bình hoa sen làm bằng giấy gió, thân hoa được làm từ cây mây, màu sắc của hoa được làm nhờ vào kỹ thuật nhuộm màu truyền thống và tinh xảo của nghệ nhân từ làng Thanh Tiên","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/296/20231211/alioss_296_2023121115343470178.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16470,
16466,Hoa sen Giấy Thanh Tiên (hồng) - cái,OCOP - Hoa sen Giấy Thanh Tiên (hồng) - cái,30000,,Thừa Thiên Huế,BƯU ĐIỆN HUẾ,Đẹp - Thủ Công,"Hoa sen giấy trang trí, bình hoa sen làm bằng giấy gió, thân hoa được làm từ cây mây, màu sắc của hoa được làm nhờ vào kỹ thuật nhuộm màu truyền thống và tinh xảo của nghệ nhân từ làng Thanh Tiên","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/296/20231211/alioss_296_2023121115301472111.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16466,
16462,Nước mắm Tân Thành - chai 1 lít,OCOP - Nước mắm Tân Thành - chai 1 lít,50000,,Thừa Thiên Huế,BƯU ĐIỆN HUẾ,Ngon - Bổ - Rẻ - Vệ sinh,"Nước mắm cá cơm được sản xuất trực tiếp tại HTX Nước mắm ở Tân Thành, xã Quảng Công, huyện Quảng Điền, tỉnh Thừa Thiên Huế -Sản phẩm làm từ nguyên liệu từ con ruốt (con tép) nguyên chất. Phù hợp làm nước chấm trong các bữa ăn gia đình… Hàng luôn có sẵn, số lượng nhiều","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/296/20231211/alioss_296_2023121115171189383.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16462,
16457,Muối tiêu Phú Quốc - Thanh Quốc (Hũ 100gr),OCOP - Muối tiêu Phú Quốc - Thanh Quốc (Hũ 100gr),45000,,Kiên Giang,NƯỚC MẮM PHÚ QUỐC THANH QUỐC,,"MUỐI TIÊU PHÚ QUỐC – THANH QUỐC 100G GIỚI THIỆU: · Muối tiêu  Phú Quốc - Thanh Quốc 100g là sản phẩm đặc sản Phú Quốc, có giấy chứng nhận an toàn vệ sinh thực phẩm. · Sản phẩm làm từ nguyên liệu chính từ hạt tiêu chín, muối, hạt nêm. · Sản phẩm không sử dụng chất điều vị, chất bảo quản. MÔ TẢ SẢN PHẨM: · Hũ nhựa: 100gam HƯỚNG DẪN SỬ DỤNG: · Là nguyên liệu chế biến món ăn hoặc dùng để chấm trực tiếp. · Là gia vị không thể thiếu trong bữa ăn gia đình. QUY TẮC BẢO QUẢN: · Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp. · Đậy nắp kín sau khi sử dụng. HẠN SỬ DỤNG: Hạn sử dụng 12 tháng kể từ ngày sản xuất THÔNG TIN SẢN XUẤT: · CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH NƯỚC MẮM THANH QUỐC · Số 36 Phan Đình Phùng, Khu Phố 1, Phường Dương Đông, TP. Phú Quốc, Tỉnh Kiên Giang","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1548/20231211/alioss_1548_2023121115025066459.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=16457,
20363,Tiêu chín Phú Quốc - Thanh Quốc,OCOP - Tiêu chín Phú Quốc - Thanh Quốc,60000,,Kiên Giang,NƯỚC MẮM PHÚ QUỐC THANH QUỐC,,"TIÊU ĐEN PHÚ QUỐC – THANH QUỐC GIỚI THIỆU: · Tiêu đen Phú Quốc - Thanh Quốc 120g là sản phẩm đặc sản Phú Quốc, có giấy chứng nhận an toàn vệ sinh thực phẩm. · Sản phẩm làm từ 100% hạt tiêu nguyên chất. Hạt tiêu chín được thu hoạch khi hạt tiêu xanh chuyển sang chín đỏ, phơi khô đến khi vỏ sần lại ngã màu đen. · Sản phẩm không sử dụng chất điều vị, chất bảo quản. PHÂN LOẠI · Hũ nhựa: 120gam · Bịch: 500gram HƯỚNG DẪN SỬ DỤNG: · Là nguyên liệu chế biến món ăn hoặc dùng để chấm trực tiếp. · Là gia vị không thể thiếu trong bữa ăn gia đình. QUY TẮC BẢO QUẢN: · Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp. · Đậy nắp kín sau khi sử dụng. HẠN SỬ DỤNG: Hạn sử dụng 12 tháng kể từ ngày sản xuất THÔNG TIN SẢN XUẤT: · CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH NƯỚC MẮM THANH QUỐC · Số 36 Phan Đình Phùng, Khu Phố 1, Phường Dương Đông, TP. Phú Quốc, Tỉnh Kiên Giang","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1548/20231211/alioss_1548_2023121114542495023.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=20363,
20364,Tiêu chín ngào đường Phú Quốc Thanh Quốc,OCOP - Tiêu chín ngào đường Phú Quốc Thanh Quốc,50000,,Kiên Giang,NƯỚC MẮM PHÚ QUỐC THANH QUỐC,,"TIÊU CHÍN NGÀO ĐƯỜNG PHÚ QUỐC – THANH QUỐC GIỚI THIỆU: · Tiêu chín ngào đường Phú Quốc - Thanh Quốc 300g là sản phẩm đặc sản Phú Quốc, có giấy chứng nhận an toàn vệ sinh thực phẩm. · Sản phẩm làm từ nguyên liệu chính từ tiêu chín xay với đường và nước mắm cốt nhĩ Phú Quốc. · Sản phẩm không sử dụng chất điều vị, chất bảo quản. PHÂN LOẠI: · Hủ nhựa: 300gram · Hủ thủy tinh: 240gram · Hủ sản phẩm được đóng kín bằng màng seal 5 lớp phía dưới nắp, mang co bên ngoài nắp, đảm bảo tuyệt đối chất lượng sản phẩm, không hút ấm, chống vón cục. HƯỚNG DẪN SỬ DỤNG: · Là nguyên liệu chế biến món ăn. · Là gia vị không thể thiếu trong bữa ăn gia đình. QUY TẮC BẢO QUẢN: · Bảo quản nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp. · Đậy nắp kín sau khi sử dụng. HẠN SỬ DỤNG: Hạn sử dụng 12 tháng kể từ ngày sản xuất THÔNG TIN NƠI SẢN XUẤT: · CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH NƯỚC MẮM THANH QUỐC · Số 36 Phan Đình Phùng, Khu Phố 1, Phường Dương Đông, TP. Phú Quốc, Tỉnh Kiên Giang","https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1548/20231211/alioss_1548_2023121114465255842.jpg?x-oss-process=image/resize,m_pad,w_480,h_480",https://buudien.vn/home/Goods/index.html?goods_id=20364,
